1905-01-31	Matinee Concert
1905-01-31	Suez Canal
1905-01-31	Tram Wires
1905-01-31	Popular University
1905-02-01	The National Bank
1905-02-01	Quarantine
1905-02-01	Hashish Seizure
1905-02-01	Children’s Ball
1905-02-01	Cairo Streets
1905-02-01	The Charity Entertainment
1905-02-01	Post Office Notice
1905-02-01	Leon Fehmy
1905-02-01	Cairo Gas
1905-02-01	Suez Canal
1905-02-01	National Discount Company
1905-02-01	Abbas Helmy Theatre
1905-02-02	The Ibrahimieh Canal
1905-02-02	Quail Exports
1905-02-02	Ottoman Bane Theft
1905-02-02	Lots Turcs
1905-02-02	Alhambra Theatre
1905-02-02	Suez Canal
1905-02-02	Cairo Tragedy
1905-02-02	Egyptian Investment and Agency, Limited
1905-02-02	Bank or Egypt
1905-02-02	Abbas Helmy Theatre
1905-02-02	Tourist Steamers
1905-02-03	The Nile In
1905-02-03	Ministry or Justice
1905-02-03	The Annual Ball of the Cairo French Benevolent Society
1905-02-03	Mena House
1905-02-03	Suez Canal
1905-02-03	Sailors' and Soldiers' Institute
1905-02-03	Mr. Scott-Leslie at Luxor
1905-02-03	St. Mark's Church, Alexandria
1905-02-03	Ghezirkh Palace
1905-02-03	School of Medicine
1905-02-03	Alexandria Museum
1905-02-03	Orwa El-Woska
1905-02-04	The Mahmal
1905-02-04	Suez Canal
1905-02-04	National Bank or Egtpt
1905-02-04	The Pirates of Penzance."
1905-02-04	The Freres' Case
1905-02-04	Coal Imports
1905-02-04	Egyptian Institute
1905-02-04	Mysterious Disappearance
1905-02-04	Armenian Benevolent Society
1905-02-06	The Khedivial Yacht "Mabroussa”
1905-02-06	Jewish Schools
1905-02-06	The New Assize Courts
1905-02-06	Kourban Beyram
1905-02-06	Electric Light at
1905-02-06	Margherita Society
1905-02-06	To Our Readers
1905-02-06	Yesterday’s Gale
1905-02-06	“The Pirates of Penzance."
1905-02-06	St. Andrew’s Church, Alexandria
1905-02-07	A Foundling
1905-02-07	The Pilgrimage
1905-02-07	Gruesome Discovery
1905-02-07	Bank of Egypt
1905-02-07	The Mahmal Theft
1905-02-07	Ploughing Competition
1905-02-07	Suez Canal
1905-02-07	Delta Light Railway Co
1905-02-07	Menahouse Gymkhana
1905-02-08	Cercle Mohamed Aly.
1905-02-08	Concert
1905-02-08	The Plague
1905-02-08	Fire
1905-02-08	Horse Show
1905-02-08	The cyprus journal
1905-02-08	Wakfs Administration.
1905-02-08	Suez canal
1905-02-08	The Plagues of egypt
1905-02-08	Egyptian mining
1905-02-08	English Soap in Egypt
1905-02-08	The International Employes Society,
1905-02-09	Rudolph home
1905-02-09	American mission
1905-02-09	Suez canal
1905-02-09	The band of the tourah prison negro boys
1905-02-09	A dementi
1905-02-09	The cretan murderer
1905-02-10	The plague
1905-02-10	The New Orthodox Church at medinet el
1905-02-10	Cathedral for cairo
1905-02-10	Gymehana
1905-02-10	Alhambra theatre
1905-02-10	Jewish pilgrimage
1905-02-10	Suez canal.
1905-02-10	Alexandrias drainage
1905-02-10	Presses Libres egyptiennes
1905-02-10	Ghezireh casino
1905-02-10	Cheap houses
1905-02-10	Fancy dress ball
1905-02-11	The plague
1905-02-11	COUNCIL OF MINISters
1905-02-11
1905-02-11	Egyptian Salt and Soda company
1905-02-11	The Freres Case
1905-02-11	Suez canal
1905-02-11	The pirates of penzance
1905-02-11	White Nile Exploration
1905-02-11	Coal imports
1905-02-11	Abbas helmy theatre
1905-02-11	Cheap houses at alexandria
1905-02-11
1905-02-11	Khedivial geographical society
1905-02-11	Alhambra theatre
1905-02-11	Helouan sporting club
1905-02-11	Still they come
1905-02-11	Retail trade combination
1905-02-11	Khedivial club
1905-04-03	Tourist Steamer
1905-04-03	Land and General Trust, Ltd
1905-04-03	Fire at Dessouk
1905-04-03	Fayoum
1905-04-03	Burglary
1905-04-03	Schweppes
1905-04-03	Bovine Typhus
1905-04-03	The Sucreries Company
1905-04-03	Case of Arson
1905-04-04	Foot and Mouth Disease
1905-04-04	All Saints’
1905-04-04	S.P.C.A
1905-04-04	Lunatic Asylum
1905-04-04	Greek Plays at Alexandria
1905-04-04	Stray and Ownerless Dog
1905-04-05	Collapse of a House
1905-04-05	The Feldmann Case
1905-04-05	Al hambra
1905-04-05	Executions at Alexandria
1905-04-05	Manoeuvres
1905-04-06	family Jar
1905-04-06	Murderers Sentenced.—
1905-04-06	Stray anu Ownerless Dogs
1905-04-06	Suez Canal
1905-04-06	Alexandria's Cabs
1905-04-06	"Poisson d’Avril."
1905-04-06	The Lottery Law
1905-04-06	Alexandria Assizes
1905-04-06	An Incident
1905-04-06	Egyptian State.Raiiavays.
1905-04-07	Suez Canal
1905-04-07	British Recreation Club
1905-04-07	Mixed Appeal Court
1905-04-07	ET.C. Rates
1905-04-07	Fayoum Light Railway
1905-04-07	Charity Fete
1905-04-07	Saved el-Sadat'b Household
1905-04-07	Summer Leave
1905-04-07	Garrison Church of 8t. George, Musta- pha Pasha
1905-04-10	CATTLE PLAGUE
1905-04-10	INTERNATIONAL CHAMBER OF COMMERCE
1905-04-10	SUEZ CANAL
1905-04-10	THE WAKF’S ADMINISTRATION
1905-04-10	MENA HOUSE DANCE
1905-04-10	ALHAMBRA THEATRE
1905-04-10	INTERNATIONAL CHAMBER OF NAVIGATION
1905-04-10	THE BANDMANN DALLAS OPERA COMPANY
1905-04-11	The “Journal Du Caire.”
1905-04-11	NEW DOCTORS
1905-04-11	THE PLAGUE
1905-04-11	SANITARY DEPT.
1905-04-11	THE HOTEL SANATORIUM,
1905-04-11	UM RUS GOLD MINES OF EGYPT (Ltd.)
1905-04-11	THE FRENCH CRUISER
1905-04-11	THE GREAT NUMBER
1905-04-11	CATTLE PLAGUE
1905-04-11	PRINCE COLIBRI,
1905-04-11	KASR El-Nil Bridge
1905-04-11	ZEITOUN.
1905-04-11	THE LOTTERY LAW.
1905-04-11	THE EGYPTIAN DIRECTORY
1905-04-11	CAIRO IMPROVEMENTS.
1905-04-11	THE LAST HOMEWARD TRANSPORT
1905-04-11	MENA HOUSE.
1905-04-11	THE BELGIAN CLUB
1905-04-12	Congdon c. Houghton
1905-04-12	ARMY of Occupation
1905-04-12	Suez Canal
1905-04-12	Rabies
1905-04-12	Al Azhar
1905-04-12	Salt and Soda Co
1905-04-12	Adjudications
1905-04-12	Cleopatra Cigarette Co
1905-04-12	Recovery of Stolen Property
1905-04-12	Prince Colibri
1905-04-12	Shooting Affray
1905-04-12	A Baby on the Bourse
1905-04-12	Bandmann Dallas Opera Company
1905-04-12	The White Slave Traffic.
1905-04-12	Alexandria Archaeological Society.
1905-04-13	Delta Light Railways
1905-04-13	Popular University
1905-04-13	Stray And Ownerless Dogs
1905-04-13	Suez Canal
1905-04-13	The Opera House
1905-04-13	Egyptian State Railways
1905-04-13	Abbas Helmy Theatre
1905-04-13	Union Syndicale Des Agriculteurs
1905-04-13	Easter Holidays
1905-04-14	Port Arthur Garrison.
1905-04-14	Popular University
1905-04-14	Slave Trade
1905-04-14	Upper Egypt Hotels
1905-04-14	Sudden Death
1905-04-14	Murderer Sentenced
1905-04-14	New Company
1905-04-14	Wreck
1905-04-14	Belgian Consulate
1905-04-14	Suez Canal
1905-04-14	“The Suez Canal, its Origin, Construction, and Administration.”
1905-04-14	Inhuman Daughter-In-Law.
1905-04-14	Alhambra
1905-04-14	Well-Directed Liberality
1905-04-14	St. Mark's Jubilee of Consecration
1905-04-14	Bandmann-Dallas Opera Company
1905-04-14
1905-04-14	Hotel Beau-Rivage, Ramleh
1905-04-14	Mishap on the Line
1905-04-15	The Charity Bazaar
1905-04-15	Attempted Murder
1905-04-15	Land Purchase
1905-04-15	Execution
1905-04-15	National Bank
1905-04-15	Suez Canal
1905-04-15	Mariout
1905-04-15	Ancient Egyptian Skulls
1905-04-15	Egyptian Speculative Enterprise
1905-04-15	Coal Imports.
1905-04-15	Baldness a Egypt
1905-04-15	New Egyptian Co.
1905-04-15	Employes’ Federations
1905-04-15	The National Hotel,
1905-04-20	The Plague.
1905-04-20	The Mahmal
1905-04-20	The Pilgrimage
1905-04-20	Quarantine restrictions
1905-04-20	The Next Archealogical Congress
1905-04-20	The “Cairo.”
1905-04-20	Death Sentence.
1905-04-20	St. Mark's Church.
1905-04-20	AL Azhar.
1905-04-20	The Native Tribunal
1905-04-20	Stray and ownerless Dogs
1905-04-20	Suez Canal.
1905-04-20	Mohamed Aly Centenary.
1905-04-20	Agricultural Bank.
1905-04-20	Prisce’s Palace Sold.
1905-04-20	Œuvre des Enfants Abandonnes.
1905-04-24	Mr. Thubron's Misfortune.
1905-04-24	The Cotton Worm.
1905-04-24	French Agency.
1905-04-24	Egypt and Lancashire
1905-04-24	Bulkeley Post Office.
1905-04-24	Explosives on the Canal.
1905-04-24	The Ramleh Boulevard Murder.
1905-04-24	The Heat of Saturday.
1905-04-24	Carlton Hotel, Bulkeley.
1905-04-24	Cairo Evangelical Free Church.
1905-04-25	Automobile Accident.
1905-04-25	Al Azhar.
1905-04-25	Tramway Accident.
1905-04-25	A Clean Sheet
1905-04-25	Sanitary Department:
1905-04-25	Senaar Province.
1905-04-25	EGYPTIAN ARMY.
1905-04-25	Marsa Matrouh.
1905-04-25	Asile Runolph.
1905-04-25	Bandmann Opra Company.
1905-04-25	Gatti’s Circus
1905-04-25	Record Shipment.
1905-04-25	Suez Canal
1905-04-25	Railway Reforms.
1905-04-25	National Bank.
1905-04-25	Alexandria Police.
1905-04-25	War Office.
1905-04-25	Concert.
1905-04-25	Alhambra Theatre.
1905-04-25	The Sultan’s Rule
1905-04-25	Important Trial.
1905-04-25	Suicide, from Love.
1905-04-26	The Pension Law
1905-04-26	Foot and Mouth Disease
1905-04-26	Postal Management
1905-04-26	A Native Thief
1905-04-26	The Bar of Messrs. Walker and Meiuaracht
1905-04-26	The Cleopatra Cigarettes Company
1905-04-26	A Desperate Suicide
1905-04-26	Prince Colibri
1905-04-26	Happiness in the Harem
1905-04-27	CENTENARY
1905-04-27	A Cricket Match
1905-04-27	Gatti's Circus
1905-04-27	Popular University
1905-04-27	Railway Timetable
1905-04-27	Suez Canal Souvenir
1905-04-27	An Unwelcome Passenger
1905-04-27	Suez Canal
1905-04-27	Concert at Suez
1905-04-28	Holiday
1905-04-28	Polo.
1905-04-28	Street Asphalting
1905-04-28	Sir Wm. Garstin’s Report.
1905-04-28	Mex.
1905-04-28	Army of Occupation.
1905-04-28	A Deserter
1905-04-28	Basdmann Opera Company.
1905-04-28	Simi es Nessim Trips.
1905-04-28	A New Music Hall for Alexandria
1905-04-28	Tokar Syndicate.
1905-04-28	Hardly a Qualification.
1905-04-28	Jewel Thief Captured.
1905-04-28	Imperial Ottoman Bank.
1905-04-28	An Electrical Spinning Mill.
1905-04-28	Murderer Sentenced.
1905-04-28	Egyptian Paleoliths.
1905-04-28	A Slump.
1905-04-29	Gato’s Circus Troupe
1905-04-29	Mousky Church
1905-04-29	Upper Egypt Hotels
1905-04-29	Cairo Libel Case
1905-04-29	The North German Lloyd
1905-04-29	Egyptian Land Investment Co
1905-04-29	Suez Canal
1905-04-29	Agricultural Bank of Egypt
1905-04-29	Meesageries Maritimes
1905-04-29	Land Bank of Egypt
1905-04-29	St. Andrew's Church, Alexandria
1905-04-29	The S. S. Cairo
1905-04-29	Universal Entertainers
1905-05-03	The Egyptian Delta Light Railway’s
1905-05-03	The Plague
1905-05-03	New Licenses
1905-05-03	Customs Administration
1905-05-03	Khedivial Opera House
1905-05-03	Egyptian Onions
1905-05-03	American Mission
1905-05-03	P. W. D. Contracts
1905-05-03	New Italian Newspaper
1905-05-03	Alhambra Theatre
1905-05-04	The P.&O. mail steamer “Isis”
1905-05-04	Stray and Ownerless Dogs
1905-05-04	Popular University
1905-05-04	Sanitary Dept
1905-05-04	A. S. C
1905-05-04	St. George's Day
1905-05-04	Suez Canal
1905-05-04	Esbekieh Theatre
1905-05-04	Egypt and Palestine
1905-05-05	Bands at the Esbekieh
1905-05-05	P.W.D. Contracts
1905-05-05	Suez Canal
1905-05-05	Cairo “Zoo.”
1905-05-05	St. George's Day
1905-05-05	Egyptian Estates
1905-05-05	All Saint's, Cairo
1905-05-05	Murray’s “Egypt."
1905-05-05	Big Bequests
1905-05-05	Sailors and Soldiers’ Institute
1905-05-06	The Plague.
1905-05-06	Anglo-American Nile Co.
1905-05-06	The Police Case.
1905-05-06	Khedivial Appointment
1905-05-06	Mohamed Aly Centenary
1905-05-06	Trams to Abou Roash.
1905-05-06	The Spl
1905-05-06	Suez Canal.
1905-05-06	The Garrison Directory.
1905-05-06	Alhambra Theatre.
1905-05-06	Coal Imports.
1905-05-06	Credit Foncier.
1905-05-06	Ottoman Official Salaries.
1905-05-06	“La Revue Internationale d'Egypte."
1905-05-06	Egyptian Institute.
1905-05-06	The Coptic Monasteries.
1905-05-06	Suspension of a Moudir.
1905-05-06	Cairo Cigarette-maker’s
1905-05-06	Shoubra School
1905-05-08	The Plague
1905-05-08	Asile Rudolph
1905-05-08	“Mohamed. The Rise of Islam”
1905-05-08	White Slave Traffic.
1905-05-08	Children's Ball
1905-05-08	Slavery Case.
1905-05-08	The Museum Catalogue.
1905-05-08	Suez Canal.
1905-05-08	S. & S.F.A
1905-05-08	Fatal Collapse of House.
1905-05-08	Spl
1905-05-08	Italian School at Port Said.
1905-05-08	St. Georoe's Day. O. S.
1905-05-08	Alhambra Theatre
1905-05-08	Lady Gorst’s Portrait.
1905-05-08	Vienna Choral Society.
1905-05-08	The Egyptian Press.
1905-05-08	Merchant Seamen's Home.
1905-05-09	Sanitary Dept.
1905-05-09	Egyptian Estates, Limited.
1905-05-09	EGYPTIAN ARMY.
1905-05-09	Mohamed Aly Centenary.
1905-05-09	Messageries Maritimes
1905-05-09	Anglo-Egyptian Rank, Limited.
1905-05-09	Exemption from Military Service.
1905-05-09	The Plague.
1905-05-09	Suez Canal.
1905-05-09	Quarantine Service.
1905-05-09	Anglo-Egyptian Postal Communication
1905-05-09	Improvement of Mosques.
1905-05-09	THE NATIVE PRESS.
1905-05-09	Khedivial Club.
1905-05-09	White Slave-Traffic.
1905-05-09	Bank of Athens.
1905-05-09	Exciting Scene at a Bank.
1905-05-10	Gambling Hell Raided
1905-05-10	Foot and Mouth Disease
1905-05-10	THE BOOK CLUB
1905-05-10	STRAY AND OWNERLESS DOGS
1905-05-10	"TURKISH” TOBACCO
1905-05-10	THE SADAT AFFAIR
1905-05-10	HELLENIC ASSIZES
1905-05-10	SUEZ CANAL
1905-05-10	Khedivial Geographical Society
1905-05-10	Frauds on Illiterate Persons
1905-05-10	Police Outrage
1905-05-10	Dismissal of Cadi
1905-05-10	Repression of Slave Trade
1905-05-10	Oeuvre des Enfants' Abandonnés
1905-05-11	The Fayoum Brigands
1905-05-11	General Holiday
1905-05-11	The Cotton Worm
1905-05-11	Public Works Department
1905-05-11	Killed, by his Father
1905-05-11	Land and General Trust
1905-05-11	Suez Canal
1905-05-11	State Domains
1905-05-11	Egyptian Relics
1905-05-11	Corporation or Western Egypt, Ltd
1905-05-11	Alhambra Theatre
1905-05-11	Pharmacy Closed
1905-05-11	Cairo and Alexandria Cold Storage Com- pany, Limited.
1905-05-11	An Island in the Nile
1905-05-11	P.W.D. Contracts.
1905-05-11	A Hero of El Teb
1905-05-12	Empire Day.
1905-05-12	The Ghirgeh Scandal.
1905-05-12	Children's Ball.
1905-05-12	Sudden Death.
1905-05-12	Alexandria Tramway Company.
1905-05-12	Railway Booking Office.
1905-05-12	Belgian Consulate.
1905-05-12	Fatal Carriage Accident.
1905-05-12	Suez Canal.
1905-05-12	St. Andrew’s Church, Cairo.
1905-05-12	Popular University.
1905-05-12	American Consular Agency.
1905-05-12	Salt and Soda Company.
1905-05-12	The Theban Finds.
1905-05-12	A. L. M. & D. S.
1905-05-12	Lancashire Cotton Profits.
1905-05-12	The Bahr el Ghazal Eland.
1905-05-13	Madhouse for Aboukir
1905-05-13	Public Debt Commission
1905-05-13	Fire at Simbellawen
1905-05-13	Suez Canal
1905-05-13	Alhambra Theatre
1905-05-13	Siwa Oasis
1905-05-13	Suez Canal Co
1905-05-13	Ibrahiumieh Ploughing Company
1905-05-13	Government Printing Works
1905-05-13	Coal Imports
1905-05-13	Property at Cairo
1905-05-13	San Stefano Casino
1905-05-13	A Sohag Sensation
1905-05-13	Egyptian Securities Investment List
1905-05-13	Greeks in Egypt
1905-05-15	Murder with Robbery
1905-05-15	Suez Canal
1905-05-15	Cattle Plague
1905-05-15	Panic at the Arsenal
1905-05-16	Sanitary Dept
1905-05-16	Holiday
1905-05-16	The Plague
1905-05-16	Popular University
1905-05-16	Stray and Ownerless Dogs
1905-05-16	Anglo-American Nile
1905-05-16	Suez Canal
1905-05-16	The "Mahroussa."
1905-05-16	Egyptian Mining.
1905-05-16	Irish Linens
1905-05-16	A Cool Fellah
1905-05-16	Presentation of Medals.
1905-05-17	H. H. S. "Aida"
1905-05-17	The Plague
1905-05-17	A Council of Ministers
1905-05-17	Socibtk Reunion Ramustes
1905-05-17	Stray and Ownerless Dogs
1905-05-17	A Dementi
1905-05-17	A.L.M. & D.S
1905-05-17	Union Syndicale des Agriculteurs
1905-05-17	Suez Canal
1905-05-17	Khedivial Geographical Society
1905-05-17	Wagons Lits
1905-05-17	The Procession
1905-05-17	The Didot-Boton.
1905-05-18	Stray and Ownerless Dogs
1905-05-18	Suez Canal
1905-05-18	The Council of Ministers
1905-05-18	Special Settling Days
1905-05-18	Murder at Alexandria
1905-05-18	Mouled en-Nebi
1905-05-18	English Language in Mixed Tribunals’
1905-05-18	Windsor Hotel
1905-05-18	A “Soire Noire"
1905-05-19	The Brindisi Mail
1905-05-19	Quarantine restrictions
1905-05-19	Stray and Ownerless Doos
1905-05-19	Alhambra Theatre
1905-05-19	The Slave Trade
1905-05-19	Dante Aliouikri Society
1905-05-19	Alexandria Stockbrokers’ Association
1905-05-19	Hutchinson Nursinq Home
1905-05-19	Sale of Palace
1905-05-19	Alexandria Banks
1905-05-20	Survey Department
1905-05-20	Stray and Ownerless Dogs
1905-05-20	The Arc of Meridian
1905-05-20	Found Drowned
1905-05-20	Street Asphalting
1905-05-20	Mr. A.E. Shellard,
1905-05-20	Alhambra Theatre
1905-05-20	The Old Bourse Palace,
1905-05-20	Suez Canal
1905-05-20	Coal Imports
1905-05-22	Mohamed Aly Mosque
1905-05-22	The Salaries of Mosque Att
1905-05-22	Wakps Administration
1905-05-22	Suez Canal
1905-05-22	Canine Regulations
1905-05-22	Upper Egypt Hotels Company
1905-05-22	Windsor Hotel
1905-05-22	Mariout
1905-05-22	Land Bank of Egypt
1905-05-22	A Departmental Exchange
1905-05-22	British Chamber of Commerce
1905-05-22	Egyptian Water-ways
1905-05-22	Riding Accident
1905-05-22	San Stefano Casino
1905-05-23	The Plague
1905-05-23	The Ministerial Offices
1905-05-23	Stray and Ownerless Dogs
1905-05-23	A Bold Claim
1905-05-23	A New Pyramid
1905-05-23	Mariout
1905-05-23	Mahmoudieh Canal Traffic
1905-05-23	Gairo Scientific Society
1905-05-23	Suez Canal
1905-05-23	Greek Resident’s Legacies
1905-05-23	Cape to Cairo Railway
1905-05-23	A Trophy For Khartoum
1905-05-23	Murder with Robbery
1905-05-23	A. L M. & D. S
1905-05-24	The Coptic Language
1905-05-24	Native Killed
1905-05-24	Cyprus
1905-05-24	Egyptian Estates, Limited
1905-05-24	Sudan Exploration
1905-05-24	Sharaki Land
1905-05-24	The Pilgrimage Enquiry
1905-05-24	Suez Canal
1905-05-24	The Sais Sarcophagi
1905-05-24	An Interesting Visitor
1905-05-24	A. L M. & D. S
1905-05-24	The Summer Exodus
1905-05-24	Empire Day
1905-05-24	French Fete
1905-05-24	Sailors and Soldiers' Institute
1905-05-25	Epidemics
1905-05-25	The Garrisons of Crete and Cyprus
1905-05-25	New Pharmascists
1905-05-25	Public Debt Commission
1905-05-25	A Prince on Poetry
1905-05-25	Suez Canal
1905-05-25	Mahmoudieh Canal.
1905-05-25	The Capitulations
1905-05-25	Mohamed Aly Centenary
1905-05-25	Mohamed Aly Square Outrage
1905-05-25	The Telegraph Wanted
1905-05-25	Corporation of Western Egypt,Limited
1905-05-25	Alderson’s Garden
1905-05-25	Reuter's Telegram
1905-05-25	Motor Fire Engines
1905-05-26	Eovptian Improvements Corporation
1905-05-26	Khamseen
1905-05-26	The Egyptian Water-Colour Drawings
1905-05-26	Sea Bathing
1905-05-26	Another New Company,
1905-05-26	P. and O. Steam Navigation
1905-05-26	Suez Canal
1905-05-26	Official Amenities
1905-05-26	Khedivial School of Law
1905-05-26	Egyptian State Domain Mortgage Bonds
1905-05-26	Mounted Infantry March
1905-05-26	Egyptian Cotton
1905-05-26	Jesuits’ Fete
1905-05-26	The Sheikh's New Teeth
1905-05-27	Egyptological Work
1905-05-27	Upper Nile Natives
1905-05-27	Sudan Wells.
1905-05-27	Big Deal in Cairo.
1905-05-27	Railways is Syria
1905-05-27	Delta Railway Institute
1905-05-27	Suez Canal
1905-05-27	Austro-Hungarian Agency
1905-05-27	Railway and Caisse|Employes
1905-05-27	Coal Imports
1905-05-27	Alhambra Theatre.
1905-05-27	Primitive Egyptians
1905-05-27	Fire at Zagazig
1905-05-27	Alexandria Gouvernorat
1905-05-27	The Bedouin and the Smugglers
1905-05-27	Maltese Benevolent Society
1905-05-27	Mohamed Aly Memorial.
1905-05-29	STRAY AND OWNERLESS DOGS
1905-05-29	GABARI GRAVING DOCK
1905-05-29	SUEZ CANAL
1905-05-29	THE TALE OF A GREEK PRIEST
1905-05-29	HOTEL BEAU RIVAGE
1905-05-29	JEUNES ECONOMES DES PAUVRES
1905-05-29	ARMY OF OCCUPATION
1905-05-29	THE CAIRO CITY FIRE BRIGADE
1905-05-29	COLLEGE OF ST. FRANCOIS XAVIER
1905-05-30	Epidemic.
1905-05-30	The Austro-Hungarian Diplomatic Agency
1905-05-30	German Mission.
1905-05-30	The Ministers.
1905-05-30	Horse Show.
1905-05-30	Quarantine in Turkey.
1905-05-30	English Church Services.
1905-05-30	Dramatic Performance.
1905-05-30	Suez Canal.
1905-05-30	The Cotton Worm.
1905-05-30	Khedivial School of Law.
1905-05-30	Official Salaries.
1905-05-30	An Outbreak of Fire
1905-05-30	Hotel Beau-Rivage.
1905-05-30	Murder by Ghaffir.
1905-05-30	Death from Alcoholic Poisoning.
1905-05-30	ARMY of OCCUPATION.
1905-05-30	Water Main Bursts.
1905-05-31	The Rains.
1905-05-31	Festa del Statuto.
1905-05-31	Postal Notice.
1905-05-31	Cape to Cairo.
1905-05-31
1905-05-31	The Sinai Expedition.
1905-05-31	Drowning Fatality.
1905-05-31	Crushed to Death.
1905-05-31	The Weather in Cairo.
1905-05-31	Post Office Inspection.
1905-05-31	Egyptian Options.
1905-05-31	Alhambra Theatre.
1905-05-31	The Weather in Cairo.
1905-05-31	"That’s none of your business,"
1905-05-31	A Record Month.
1905-05-31	Important Notice.
1905-05-31	A Mummy Specialist.
1905-06-01	Lots Turcs
1905-06-01	Hellenic Fleet
1905-06-01	New Maltese Band
1905-06-01	H.M.S. “Juno"
1905-06-01	Suez Canal
1905-06-01	Attempted Suicide
1905-06-01	Fight on the Bourse
1905-06-01	Fire at Zagazig
1905-06-02	THE COTTON WORM
1905-06-02	THE BRINDISI MALL
1905-06-02	QUARANTINE
1905-06-02	HASSEINIEH SCHOOL.
1905-06-02	New Bank.
1905-06-02	KHEDIVIAL LIBRARY.
1905-06-02	TANTAH LOCAL COMMISSION.
1905-06-02	THE PLAGUE.
1905-06-02	ALHAMBRA THEATRE
1905-06-02	P.W.D.
1905-06-02	THE Captain's watch.
1905-06-02	HELOUAN Railway.
1905-06-02	A LADY GOVERNMENT CLERK.
1905-06-02	FATAL ACCIDENT.
1905-06-02	SUEZ CANAL.
1905-06-02	IRRIGATION INSPECTOR'S CLOTHES STOLEN.
1905-06-02	PORT SAID'S CATHOLIC SEAMEN'S CLUB.
